Model_ID,Model_Name,Partner_Name,Tier,Frequency,Period,Year,Product,KPI,Value,Threshold,Anomaly_Flag,Uploaded_On,Model_Info,Report_Summary,Model_Status,Production_Date
106,Model_106,TrustMoney,Tier 1,Quarterly,Q1,2024,,PDO,0.623,>= 0.6,FALSE,16-02-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q1 2024 with PDO of 0.623 vs threshold >= 0.6.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q1,2024,,PSI,0.075,<= 0.1,FALSE,16-02-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q1 2024 with PSI of 0.075 vs threshold <= 0.1.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q1,2024,,Gini,0.562,>= 0.4,FALSE,16-02-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q1 2024 with Gini of 0.562 vs threshold >= 0.4.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q1,2024,,KS,0.474,>= 0.3,FALSE,16-02-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q1 2024 with KS of 0.474 vs threshold >= 0.3.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q2,2024,,PDO,0.677,>= 0.6,FALSE,22-02-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q2 2024 with PDO of 0.677 vs threshold >= 0.6.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q2,2024,,PSI,0.058,<= 0.1,FALSE,22-02-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q2 2024 with PSI of 0.058 vs threshold <= 0.1.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q2,2024,,Gini,0.472,>= 0.4,FALSE,22-02-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q2 2024 with Gini of 0.472 vs threshold >= 0.4.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q2,2024,,KS,0.479,>= 0.3,FALSE,22-02-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q2 2024 with KS of 0.479 vs threshold >= 0.3.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q3,2024,,PDO,0.74,>= 0.6,FALSE,08-02-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q3 2024 with PDO of 0.74 vs threshold >= 0.6.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q3,2024,,PSI,0.064,<= 0.1,FALSE,08-02-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q3 2024 with PSI of 0.064 vs threshold <= 0.1.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q3,2024,,Gini,0.568,>= 0.4,FALSE,08-02-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q3 2024 with Gini of 0.568 vs threshold >= 0.4.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q3,2024,,KS,0.386,>= 0.3,FALSE,08-02-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q3 2024 with KS of 0.386 vs threshold >= 0.3.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q4,2024,,PDO,0.725,>= 0.6,FALSE,13-01-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q4 2024 with PDO of 0.725 vs threshold >= 0.6.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q4,2024,,PSI,0.071,<= 0.1,FALSE,13-01-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q4 2024 with PSI of 0.071 vs threshold <= 0.1.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q4,2024,,Gini,0.498,>= 0.4,FALSE,13-01-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q4 2024 with Gini of 0.498 vs threshold >= 0.4.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q4,2024,,KS,0.398,>= 0.3,FALSE,13-01-2024,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q4 2024 with KS of 0.398 vs threshold >= 0.3.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q1,2025,,PDO,0.666,>= 0.6,FALSE,24-02-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q1 2025 with PDO of 0.666 vs threshold >= 0.6.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q1,2025,,PSI,0.088,<= 0.1,FALSE,24-02-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q1 2025 with PSI of 0.088 vs threshold <= 0.1.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q1,2025,,Gini,0.434,>= 0.4,FALSE,24-02-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q1 2025 with Gini of 0.434 vs threshold >= 0.4.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q1,2025,,KS,0.43,>= 0.3,FALSE,24-02-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q1 2025 with KS of 0.43 vs threshold >= 0.3.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q2,2025,,PDO,0.686,>= 0.6,FALSE,25-02-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q2 2025 with PDO of 0.686 vs threshold >= 0.6.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q2,2025,,PSI,0.08,<= 0.1,FALSE,25-02-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q2 2025 with PSI of 0.08 vs threshold <= 0.1.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q2,2025,,Gini,0.433,>= 0.4,FALSE,25-02-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q2 2025 with Gini of 0.433 vs threshold >= 0.4.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q2,2025,,KS,0.319,>= 0.3,FALSE,25-02-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q2 2025 with KS of 0.319 vs threshold >= 0.3.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q3,2022,,PDO,0.688,>= 0.6,FALSE,31-01-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q3 2025 with PDO of 0.688 vs threshold >= 0.6.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q3,2022,,PSI,0.066,<= 0.1,FALSE,31-01-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q3 2025 with PSI of 0.066 vs threshold <= 0.1.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q3,2022,,Gini,0.431,>= 0.4,FALSE,31-01-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q3 2025 with Gini of 0.431 vs threshold >= 0.4.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q3,2022,,KS,0.375,>= 0.3,FALSE,31-01-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q3 2025 with KS of 0.375 vs threshold >= 0.3.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q4,2022,,PDO,0.561,>= 0.6,TRUE,20-01-2025,Model_106 is used for customer churn prediction.,Model_106 performed below expectation for Q4 2025 with PDO of 0.561 vs threshold >= 0.6.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q4,2022,,PSI,0.089,<= 0.1,FALSE,20-01-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q4 2025 with PSI of 0.089 vs threshold <= 0.1.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q4,2022,,Gini,0.508,>= 0.4,FALSE,20-01-2025,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q4 2025 with Gini of 0.508 vs threshold >= 0.4.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q4,2022,,KS,0.251,>= 0.3,TRUE,20-01-2025,Model_106 is used for customer churn prediction.,Model_106 performed below expectation for Q4 2025 with KS of 0.251 vs threshold >= 0.3.,Active,31-03-2024
107,Model_107,LendMate,Tier 2,Quarterly,Q1,2023,,Gini,0.534,>= 0.4,FALSE,17-01-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q1 2023 with Gini of 0.534 vs threshold >= 0.4.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q1,2023,,CSI,0.05,<= 0.1,FALSE,17-01-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q1 2023 with CSI of 0.05 vs threshold <= 0.1.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q1,2023,,AUC,0.804,>= 0.7,FALSE,17-01-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q1 2023 with AUC of 0.804 vs threshold >= 0.7.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q1,2023,,KS,0.398,>= 0.3,FALSE,17-01-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q1 2023 with KS of 0.398 vs threshold >= 0.3.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q2,2023,,Gini,0.43,>= 0.4,FALSE,23-02-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q2 2023 with Gini of 0.43 vs threshold >= 0.4.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q2,2023,,CSI,0.07,<= 0.1,FALSE,23-02-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q2 2023 with CSI of 0.07 vs threshold <= 0.1.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q2,2023,,AUC,0.819,>= 0.7,FALSE,23-02-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q2 2023 with AUC of 0.819 vs threshold >= 0.7.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q2,2023,,KS,0.474,>= 0.3,FALSE,23-02-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q2 2023 with KS of 0.474 vs threshold >= 0.3.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q3,2023,,Gini,0.554,>= 0.4,FALSE,04-02-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q3 2023 with Gini of 0.554 vs threshold >= 0.4.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q3,2023,,CSI,0.078,<= 0.1,FALSE,04-02-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q3 2023 with CSI of 0.078 vs threshold <= 0.1.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q3,2023,,AUC,0.75,>= 0.7,FALSE,04-02-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q3 2023 with AUC of 0.75 vs threshold >= 0.7.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q3,2023,,KS,0.376,>= 0.3,FALSE,04-02-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q3 2023 with KS of 0.376 vs threshold >= 0.3.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q4,2023,,Gini,0.422,>= 0.4,FALSE,28-02-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q4 2023 with Gini of 0.422 vs threshold >= 0.4.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q4,2023,,CSI,0.08,<= 0.1,FALSE,28-02-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q4 2023 with CSI of 0.08 vs threshold <= 0.1.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q4,2023,,AUC,0.748,>= 0.7,FALSE,28-02-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q4 2023 with AUC of 0.748 vs threshold >= 0.7.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q4,2023,,KS,0.368,>= 0.3,FALSE,28-02-2023,Model_107 is used for loan approval.,Model_107 performed above expectation for Q4 2023 with KS of 0.368 vs threshold >= 0.3.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q1,2024,,Gini,0.559,>= 0.4,FALSE,12-02-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q1 2024 with Gini of 0.559 vs threshold >= 0.4.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q1,2024,,CSI,0.06,<= 0.1,FALSE,12-02-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q1 2024 with CSI of 0.06 vs threshold <= 0.1.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q1,2024,,AUC,0.818,>= 0.7,FALSE,12-02-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q1 2024 with AUC of 0.818 vs threshold >= 0.7.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q1,2024,,KS,0.343,>= 0.3,FALSE,12-02-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q1 2024 with KS of 0.343 vs threshold >= 0.3.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q2,2024,,Gini,0.477,>= 0.4,FALSE,03-02-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q2 2024 with Gini of 0.477 vs threshold >= 0.4.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q2,2024,,CSI,0.081,<= 0.1,FALSE,03-02-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q2 2024 with CSI of 0.081 vs threshold <= 0.1.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q2,2024,,AUC,0.9,>= 0.7,FALSE,03-02-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q2 2024 with AUC of 0.9 vs threshold >= 0.7.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q2,2024,,KS,0.37,>= 0.3,FALSE,03-02-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q2 2024 with KS of 0.37 vs threshold >= 0.3.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q3,2024,,Gini,0.544,>= 0.4,FALSE,13-02-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q3 2024 with Gini of 0.544 vs threshold >= 0.4.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q3,2024,,CSI,0.074,<= 0.1,FALSE,13-02-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q3 2024 with CSI of 0.074 vs threshold <= 0.1.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q3,2024,,AUC,0.76,>= 0.7,FALSE,13-02-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q3 2024 with AUC of 0.76 vs threshold >= 0.7.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q3,2024,,KS,0.369,>= 0.3,FALSE,13-02-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q3 2024 with KS of 0.369 vs threshold >= 0.3.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q4,2024,,Gini,0.556,>= 0.4,FALSE,17-01-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q4 2024 with Gini of 0.556 vs threshold >= 0.4.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q4,2024,,CSI,0.078,<= 0.1,FALSE,17-01-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q4 2024 with CSI of 0.078 vs threshold <= 0.1.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q4,2024,,AUC,0.85,>= 0.7,FALSE,17-01-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q4 2024 with AUC of 0.85 vs threshold >= 0.7.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q4,2024,,KS,0.315,>= 0.3,FALSE,17-01-2024,Model_107 is used for loan approval.,Model_107 performed above expectation for Q4 2024 with KS of 0.315 vs threshold >= 0.3.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q1,2025,,Gini,0.444,>= 0.4,FALSE,02-01-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q1 2025 with Gini of 0.444 vs threshold >= 0.4.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q1,2025,,CSI,0.063,<= 0.1,FALSE,02-01-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q1 2025 with CSI of 0.063 vs threshold <= 0.1.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q1,2025,,AUC,0.828,>= 0.7,FALSE,02-01-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q1 2025 with AUC of 0.828 vs threshold >= 0.7.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q1,2025,,KS,0.332,>= 0.3,FALSE,02-01-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q1 2025 with KS of 0.332 vs threshold >= 0.3.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q2,2025,,Gini,0.517,>= 0.4,FALSE,17-01-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q2 2025 with Gini of 0.517 vs threshold >= 0.4.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q2,2025,,CSI,0.056,<= 0.1,FALSE,17-01-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q2 2025 with CSI of 0.056 vs threshold <= 0.1.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q2,2025,,AUC,0.816,>= 0.7,FALSE,17-01-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q2 2025 with AUC of 0.816 vs threshold >= 0.7.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q2,2025,,KS,0.385,>= 0.3,FALSE,17-01-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q2 2025 with KS of 0.385 vs threshold >= 0.3.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q3,2022,,Gini,0.563,>= 0.4,FALSE,20-02-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q3 2025 with Gini of 0.563 vs threshold >= 0.4.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q3,2022,,CSI,0.051,<= 0.1,FALSE,20-02-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q3 2025 with CSI of 0.051 vs threshold <= 0.1.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q3,2022,,AUC,0.782,>= 0.7,FALSE,20-02-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q3 2025 with AUC of 0.782 vs threshold >= 0.7.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q3,2022,,KS,0.439,>= 0.3,FALSE,20-02-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q3 2025 with KS of 0.439 vs threshold >= 0.3.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q4,2022,,Gini,0.506,>= 0.4,FALSE,01-02-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q4 2025 with Gini of 0.506 vs threshold >= 0.4.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q4,2022,,CSI,0.067,<= 0.1,FALSE,01-02-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q4 2025 with CSI of 0.067 vs threshold <= 0.1.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q4,2022,,AUC,0.738,>= 0.7,FALSE,01-02-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q4 2025 with AUC of 0.738 vs threshold >= 0.7.,In Development,25-02-2023
107,Model_107,LendMate,Tier 2,Quarterly,Q4,2022,,KS,0.404,>= 0.3,FALSE,01-02-2025,Model_107 is used for loan approval.,Model_107 performed above expectation for Q4 2025 with KS of 0.404 vs threshold >= 0.3.,In Development,25-02-2023
108,Model_108,CreditWise,Tier 1,Quarterly,Q1,2023,,AUC,0.802,>= 0.7,FALSE,08-02-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q1 2023 with AUC of 0.802 vs threshold >= 0.7.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q1,2023,,PSI,0.053,<= 0.1,FALSE,08-02-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q1 2023 with PSI of 0.053 vs threshold <= 0.1.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q1,2023,,KS,0.448,>= 0.3,FALSE,08-02-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q1 2023 with KS of 0.448 vs threshold >= 0.3.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q1,2023,,Gini,0.446,>= 0.4,FALSE,08-02-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q1 2023 with Gini of 0.446 vs threshold >= 0.4.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q2,2023,,AUC,0.857,>= 0.7,FALSE,24-01-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q2 2023 with AUC of 0.857 vs threshold >= 0.7.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q2,2023,,PSI,0.064,<= 0.1,FALSE,24-01-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q2 2023 with PSI of 0.064 vs threshold <= 0.1.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q2,2023,,KS,0.378,>= 0.3,FALSE,24-01-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q2 2023 with KS of 0.378 vs threshold >= 0.3.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q2,2023,,Gini,0.414,>= 0.4,FALSE,24-01-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q2 2023 with Gini of 0.414 vs threshold >= 0.4.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q3,2023,,AUC,0.765,>= 0.7,FALSE,19-01-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q3 2023 with AUC of 0.765 vs threshold >= 0.7.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q3,2023,,PSI,0.057,<= 0.1,FALSE,19-01-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q3 2023 with PSI of 0.057 vs threshold <= 0.1.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q3,2023,,KS,0.367,>= 0.3,FALSE,19-01-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q3 2023 with KS of 0.367 vs threshold >= 0.3.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q3,2023,,Gini,0.571,>= 0.4,FALSE,19-01-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q3 2023 with Gini of 0.571 vs threshold >= 0.4.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q4,2023,,AUC,0.776,>= 0.7,FALSE,03-01-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q4 2023 with AUC of 0.776 vs threshold >= 0.7.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q4,2023,,PSI,0.087,<= 0.1,FALSE,03-01-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q4 2023 with PSI of 0.087 vs threshold <= 0.1.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q4,2023,,KS,0.353,>= 0.3,FALSE,03-01-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q4 2023 with KS of 0.353 vs threshold >= 0.3.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q4,2023,,Gini,0.434,>= 0.4,FALSE,03-01-2023,Model_108 is used for loan approval.,Model_108 performed above expectation for Q4 2023 with Gini of 0.434 vs threshold >= 0.4.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q1,2024,,AUC,0.791,>= 0.7,FALSE,29-01-2024,Model_108 is used for loan approval.,Model_108 performed above expectation for Q1 2024 with AUC of 0.791 vs threshold >= 0.7.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q1,2024,,PSI,0.072,<= 0.1,FALSE,29-01-2024,Model_108 is used for loan approval.,Model_108 performed above expectation for Q1 2024 with PSI of 0.072 vs threshold <= 0.1.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q1,2024,,KS,0.435,>= 0.3,FALSE,29-01-2024,Model_108 is used for loan approval.,Model_108 performed above expectation for Q1 2024 with KS of 0.435 vs threshold >= 0.3.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q1,2024,,Gini,0.549,>= 0.4,FALSE,29-01-2024,Model_108 is used for loan approval.,Model_108 performed above expectation for Q1 2024 with Gini of 0.549 vs threshold >= 0.4.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q2,2024,,AUC,0.813,>= 0.7,FALSE,17-02-2024,Model_108 is used for loan approval.,Model_108 performed above expectation for Q2 2024 with AUC of 0.813 vs threshold >= 0.7.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q2,2024,,PSI,0.068,<= 0.1,FALSE,17-02-2024,Model_108 is used for loan approval.,Model_108 performed above expectation for Q2 2024 with PSI of 0.068 vs threshold <= 0.1.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q2,2024,,KS,0.373,>= 0.3,FALSE,17-02-2024,Model_108 is used for loan approval.,Model_108 performed above expectation for Q2 2024 with KS of 0.373 vs threshold >= 0.3.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q2,2024,,Gini,0.443,>= 0.4,FALSE,17-02-2024,Model_108 is used for loan approval.,Model_108 performed above expectation for Q2 2024 with Gini of 0.443 vs threshold >= 0.4.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q3,2024,,AUC,0.714,>= 0.7,FALSE,01-03-2024,Model_108 is used for loan approval.,Model_108 performed above expectation for Q3 2024 with AUC of 0.714 vs threshold >= 0.7.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q3,2024,,PSI,0.085,<= 0.1,FALSE,01-03-2024,Model_108 is used for loan approval.,Model_108 performed above expectation for Q3 2024 with PSI of 0.085 vs threshold <= 0.1.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q3,2024,,KS,0.319,>= 0.3,FALSE,01-03-2024,Model_108 is used for loan approval.,Model_108 performed above expectation for Q3 2024 with KS of 0.319 vs threshold >= 0.3.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q3,2024,,Gini,0.492,>= 0.4,FALSE,01-03-2024,Model_108 is used for loan approval.,Model_108 performed above expectation for Q3 2024 with Gini of 0.492 vs threshold >= 0.4.,Retired,22-06-2024
108,Model_108,CreditWise,Tier 1,Quarterly,Q4,2024,,AUC,0.755,>= 0.7,FALSE,09-02-2024,Model_108 is used for loan approval.,Model_108 performed above expectation for Q4 2024 with AUC of 0.755 vs threshold >= 0.7.,Retired,22-06-2024
